#+TITLE: NATUURKUNDE VWO: VEELGESTELDE VRAGEN 2024-2025
#+STARTUP: hidestars
#+OPTIONS: ^:nil
# #+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-readtheorg.setup
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
# #+HTML_HEAD: <link rel="stylesheet" href="https://sandyuraz.com/styles/org.min.css">
#+OPTIONS: num:nil
#+options: num:nil


* Hd1
** Hd1.txt

| # | Vraag                                                                                   | Antwoord                                               |
| 71 |  Geef alle energievormen die een rol spelen tijdens de aanloop, sprongetje en val op de matras. | De energievormen zijn kinetische energie, zwaarte-energie en veerenergie.                 |
| 72 |  Bereken de hoogte van het zwaartepunt van een springer op het moment dat hij over de lat gaat. | De hoogte kan berekend worden door de energie-overdracht van de aanloop naar de sprongetje te analyseren.                |
| 73 |  Bereken de elektrische energie die nodig is om de trein omhoog te trekken. | De benodigde elektrische energie is gebaseerd op het hoogteverschil en de massa van de trein.                  |
| 74 |  Toon aan dat de hoeveelheid energie die tijdens de afdaling omgezet wordt in warmte gelijk is aan de eerder berekende waarde. | Dit volgt uit het principe dat energie behoudt en de omgezette energie in warmte moet overeenkomen met de eerdere berekeningen.                   |
| 75 |  Toon aan dat er tijdens de beweging door de goot mJ aan warmte ontstaat. | Dit kan worden aangetoond door de verandering in zwaarte-energie te vergelijken met de gegenereerde warmte.                 |
| 76 |  Bereken de snelheid waarmee het kogeltje de goot bij B verlaat. | De snelheid kan worden berekend door de wet van behoud van energie toe te passen op de situatie bij B.                |
| 77 | Hoe verandert de gravitatiekracht als een voorwerp verder van de aarde wordt verplaatst?                          | De gravitatiekracht verricht negatieve arbeid en de gravitatie-energie neemt toe (minder negatief).    |
| 78 | Waarom is het niet logisch om het nulpunt van de zwaarte-energie op het aardoppervlak te kiezen bij andere hemellichamen? | Omdat de zwaartekracht op grote afstand van een hemellichaam naar nul gaat.                             |
| 79 | Hoe verandert de gravitatie-energie van een voorwerp als het verder van een hemellichaam wordt gebracht?           | De gravitatie-energie neemt toe (minder negatief) als het verder van het hemellichaam wordt gebracht.   |
| 80 | Wat is het verschil tussen de formules voor zwaarte-energie en gravitatie-energie?                                   | De formule voor zwaarte-energie geldt alleen in de buurt van het aardoppervlak, terwijl gravitatie-energie algemeen toepasbaar is. |
| 81 | Wat is de formule voor de gravitatie-energie van een voorwerp in de buurt van een hemellichaam?                      | De gravitatie-energie is afhankelijk van de massa's van de voorwerpen en de afstand tussen hun centra.  |
| 82 | Wat is het effect van het hoogteverschil van een raket op de zwaarte-energie?                                        | Het hoogteverschil beïnvloedt de zwaarte-energie, die toeneemt naarmate de raket hoger komt.             |
| 83 | Hoe bereken je de energie die nodig is om een raket van de aarde naar een bepaalde hoogte te brengen?              | Het verschil in zwaarte-energie wordt berekend door de massa van de raket en het hoogteverschil te gebruiken. |
| 84 | Wat is de ontsnappingssnelheid?                                                                                      | De snelheid die een voorwerp moet hebben om niet terug te vallen naar de aarde.                         |
| 85 | Hoe beïnvloedt de massa en de straal van een hemellichaam de ontsnappingssnelheid?                                  | De ontsnappingssnelheid hangt af van de massa en straal van het hemellichaam; grotere massa of kleinere straal resulteert in een hogere ontsnappingssnelheid. |
| 86 | Hoe wordt de gravitatie-energie berekend voor een object dat op een bepaalde hoogte boven het aardoppervlak beweegt? | Gebruik de massa van het object, de massa van de aarde, en de afstand tot het middelpunt van de aarde. |
| 87 | Wat gebeurt er met de gravitatie-energie van een satelliet in een cirkelvormige baan?                                | De gravitatie-energie van de satelliet is negatief en blijft constant tijdens de cirkelbaan.             |
| 88 | Waarom kan de energie van een satelliet in een cirkelbaan niet positief zijn?                                       | Omdat de energie in een gravitatief veld altijd negatief is ten opzichte van het oneindige.              |
| 89 | Hoe bereken je de verhouding van baansnelheid tot ontsnappingssnelheid?                                             | Verhouding is de baansnelheid gedeeld door de ontsnappingssnelheid.                                      |
| 90 | Wat is de relatie tussen de hoogte van een hemellichaam en de ontsnappingssnelheid?                                  | De hoogte beïnvloedt de ontsnappingssnelheid, waarbij een grotere hoogte een lagere ontsnappingssnelheid betekent. |
| 91 | Wat gebeurt er als een ruimtevaartuig vanaf grote afstand een vrije val op een hemellichaam uitvoert?                | Het vaartuig zal met een snelheid inslaan die gelijk is aan de ontsnappingssnelheid als er geen remmende krachten zijn. |
| 92 |  Wat is de gemiddelde snelheid van Nunad in km/h, gegeven dat het 1371 km aflegt in 18 uur en minuten? | 75 km/h |
| 93 |  Waarom is het niet logisch om het nulpunt van de zwaarte-energie op het aardoppervlak te kiezen? | Omdat de zwaartekracht op grote afstand naar nul gaat, is het praktischer om het nulpunt op oneindige afstand te plaatsen. |
| 94 |  Wat gebeurt er met de gravitatie-energie als een voorwerp verder van een hemellichaam wordt verplaatst? | De gravitatie-energie neemt toe, wat betekent dat de waarde minder negatief wordt. |
| 95 |  Hoe kan de benodigde energie om een raket naar een hoogte van 10 km te brengen worden berekend? | Door het verschil in zwaarte-energie te berekenen tussen de aarde en de hoogte van 10 km. |
| 96 |  Wat is de ontsnappingssnelheid en waarom moet deze snelheid groter zijn dan de baansnelheid? | De ontsnappingssnelheid is de snelheid die nodig is om een hemellichaam te verlaten zonder terug te vallen. Deze moet groter zijn dan de baansnelheid om te ontsnappen aan de aantrekkingskracht van het hemellichaam. |
| 97 |  Hoe kan de benodigde oppervlakte aan zonnecellen voor Nunad worden berekend? | Door het vermogen dat de zonnecellen moeten leveren te delen door de zonne-energie per vierkante meter en rekening te houden met rendementen. |
| 98 |  Wat gebeurt er met de gravitatie-energie van een voorwerp als het aan een hoger punt op een achtbaan is? | De gravitatie-energie neemt toe, aangezien het voorwerp op een hoger niveau zich bevindt. |
| 99 |  Hoe bereken je het minimale vermogen dat een elektromotor moet leveren? | Door de totale energiebehoefte te delen door de tijd waarin deze energie moet worden geleverd. |
| 100 | 9. Waarom kan de energie van een satelliet in een geostationaire baan niet positief zijn? | Omdat de energie van een satelliet in een baan altijd negatief is door de aantrekkingskracht van de aarde die de satelliet op een lagere energie-niveau houdt. |
| 101 | 10. Wat moet de snelheid van een capsule zijn om vanaf het aardoppervlak naar 400 km hoogte te komen? | De snelheid moet gelijk zijn aan de ontsnappingssnelheid van de aarde bij die hoogte. |

* Hd9
** Hd9.txt
|#| Vraag | Antwoord |
|-----------|--------------|
| 1 | Wat is een periodieke beweging? | Een beweging die zich regelmatig herhaalt, zoals het kloppen van het hart of het trillen van een veer. |
| 2 | Hoe bepaal je de frequentie van een trilling? | Door het aantal herhalingen per seconde te tellen. |
| 3 | Wat is het verschil tussen een trilling en een oscillatie? | Een trilling is een beweging rond een evenwichtsstand, terwijl een oscillatie een algemene term is voor een periodieke beweging. |
| 4 | Hoe wordt de amplitude van een trilling gedefinieerd? | De maximale afstand van de evenwichtsstand tot de uiterste stand. |
| 5 | Wat betekent een frequentie van 2 Hz? | De trilling gebeurt 2 keer per seconde. |
| 6 | Wat is de periode van een trilling met een frequentie van 5 Hz? | De periode is 1/5 seconde. |
| 7 | Hoe bepaal je de trillingstijd (periode) van een trilling uit een u-diagram? | Door de tijd te meten tussen twee opeenvolgende toppen of nuldoorgangen. |
| 8 | Wat is de fase van een trilling? | Het aantal trillingen dat is uitgevoerd sinds de evenwichtsstand in de positieve richting is gepasseerd. |
| 9 | Hoe bepaal je de gereduceerde fase uit een u-diagram? | Door de fase te delen door de periode van de trilling. |
| 10 |  Wat geeft een oscillogram weer? | De variatie van spanning of uitwijking in de tijd voor een periodieke beweging. |
| 11 |  Hoe wordt een cardiogram gebruikt? | Om de elektrische activiteit van het hart te meten en te analyseren. |
| 12 |  Waarom is de frequentie van een trilling gelijk aan het aantal trillingen per seconde? | Omdat frequentie het aantal cycli per seconde meet. |
| 13 |  Wat is de betekenis van een amplitude van 5 cm in een trilling? | De maximale uitwijking van de evenwichtsstand is 5 cm. |
| 14 |  Wat gebeurt er met de frequentie als de periode van een trilling toeneemt? | De frequentie neemt af, omdat frequentie en periode omgekeerd evenredig zijn. |
| 15 |  Hoe kan een oscilloscoop helpen bij het meten van trillingen? | Door een visuele weergave van de spanningsvariaties te geven die overeenkomen met de trillingen. |
| 16 | Bepaal van elke trilling de frequentie in twee significante cijfers.                     | Frequentie = 1 / periode.                                                   |
| 17 | Bepaal voor elk oscillogram de tijdbasis in twee significante cijfers.                   | Tijdbasis = 1 / frequentie.                                                 |
| 18 | Bepaal de trillingstijd van de slinger in drie significante cijfers.                     | Trillingstijd = 2π√(L/g), waarbij L de lengte en g de zwaartekracht is.       |
| 19 | Bepaal op welke tijdstippen de fase van de trilling is 0.                                | Fase is 0 op tijdstippen gelijk aan de gehele periode van de trilling.       |
| 20 | Bepaal in drie significante cijfers de gereduceerde fase van een trilling.                | Gereduceerde fase = fase modulo 2π.                                          |
| 21 | Wat kun je zeggen over de beweging van voorwerpen die aan veren vastzitten?               | Voorwerpen trillen met een frequentie die afhankelijk is van de veerkracht.  |
| 22 | Bepaal de trillingstijd van de sirene.                                                    | Trillingstijd = 1 / frequentie.                                              |
| 23 | Bepaal de amplitude van de sirene.                                                       | Amplitude kan worden bepaald uit de maximale uitwijking van het oscillogram. |
| 24 | Bepaal in twee significante cijfers de fase van trilling.                                 | Fase = hoek in radialen, berekend uit het oscillogram.                       |
| 25 |  Bepaal in twee significante cijfers de gereduceerde fase van trilling.                   | Gereduceerde fase = fase - 2πn (waarbij n een geheel getal is).               |
| 26 |  Bepaal de tijdstippen waarop de systemen in fase zijn.                                   | Tijdstippen zijn multiples van de periode van de trilling.                   |
| 27 |  Bepaal het tijdstip waarop de systemen in tegenfase zijn.                                | Tijdstip = periode / 2 + n x periode.                                        |
| 28 |  Bereken het faseverschil tussen twee systemen op een gegeven tijdstip.                   | Faseverschil = tijdsverschil / periode x 2π.                                 |
| 29 |  Bepaal de krachtconstante van de veer met gegeven massa en uitrekking.                   | Krachtconstante = massa x (2π / trillingstijd)².                             |
| 30 |  Verklaar waarom een vier keer grotere krachtconstante de trillingstijd halveert.         | Trillingstijd is omgekeerd evenredig met de wortel van de krachtconstante.     |
| 31 |  Bepaal het faseverschil tussen twee punten van een trilling.                             | Faseverschil = (tijdsverschil / trillingstijd) x 2π.                          |
| 32 |  Bepaal de veerconstante met gegevens van massa en trillingstijd.                         | Veerconstante = (4π² x massa) / trillingstijd².                              |
| 33 |  Vergelijk de trillingstijd bij verschillende massa's.                                     | Trillingstijd is √(massa) afhankelijk van massa.                              |
| 34 |  Bereken de uitwijking op een bepaald tijdstip voor een harmonische trilling.             | Uitwijking = amplitude x sin(2π x tijd / periode).                          |
| 35 |  Geef een verklaring waarom grafieken van sinusvormige trillingen gelijk zijn.            | Omdat de functie sinusvormig is, blijven de vorm en de amplitude constant.   |
| 36 | Wat is de relatie tussen kinetische energie en veerenergie in een harmonische trilling? | De som van de kinetische energie en veerenergie blijft constant en gelijk aan de trillingsenergie. |
| 37 | Hoe bepaal je de massa van een ruiter op een luchtkussenbaan? | De massa van de ruiter kan worden bepaald door de verhouding van de kinetische energie en de veerenergie te analyseren. |
| 38 | Hoe bereken je de krachtconstante van een trillend systeem? | De krachtconstante kan worden berekend door de maximale snelheid en amplitude van de trilling te gebruiken. |
| 39 | Wat gebeurt er met de trillingsenergie als de amplitude niet verandert? | De trillingsenergie blijft constant, hoewel de kinetische en veerenergie veranderen. |
| 40 | Hoe beïnvloedt de frequentie de trilling van een blokje aan een veer? | De frequentie van de trilling wordt bepaald door de massa en de veerconstante van het systeem. |
| 41 | Waarom gaat een systeem in resonantie als de aandrijffrequentie gelijk is aan de eigenfrequentie? | Het systeem trilt met een grotere amplitude omdat de aandrijffrequentie de eigenfrequentie van het systeem benadert. |
| 42 | Hoe bereken je de snelheid waarmee een blokje de evenwichtsstand passeert? | Dit wordt berekend met behulp van de amplitude en de trillingstijd van het systeem. |
| 43 | Wat gebeurt er met de trillingsenergie van een auto bij het verhogen van de massa? | De maximale trillingsenergie blijft gelijk, maar de trillingstijd neemt toe. |
| 44 | Wat is de invloed van het toevoegen van massa aan een molecuul op de trillingsfrequentie? | De frequentie van het molecuul verandert, waarbij de krachtconstante en massa invloed hebben op de frequentie. |
| 45 | Hoe bereken je de amplitude van een trilling als de trillingsenergie bekend is? | De amplitude kan worden berekend door de trillingsenergie en de krachtconstante van het systeem te gebruiken. |
| 46 | Wat gebeurt er als een auto met een grotere massa aan een veer wordt vastgemaakt en je trekt hem uit? | De trillingstijd van de auto neemt toe, maar de maximale trillingsenergie blijft gelijk. |
| 47 | Hoe komt het dat de trillingsenergie in een omkeerpunt alleen uit veerenergie bestaat? | In het omkeerpunt is de snelheid nul, waardoor de kinetische energie nul is en alleen veerenergie overblijft. |
| 48 | Hoe verandert de amplitude van een trillend systeem als de krachtconstante wordt aangepast? | De amplitude verandert afhankelijk van de krachtconstante en de trillingsenergie. |
| 49 | Waarom is de snelheid bij de evenwichtsstand maximaal in een harmonische trilling? | Omdat de kinetische energie op dat punt maximaal is en de veerenergie nul is. |
| 50 | Hoe kan je de maximale snelheid van een massa aan een veer berekenen? | Door de amplitude en de trillingstijd te gebruiken. |
| 51 | Hoe bewegen de deeltjes van een transversale golf?                                      | De deeltjes bewegen op en neer, loodrecht op de bewegingsrichting van de golf. |
| 52 | Wat is een longitudinale golf?                                                          | Een golf waarbij de deeltjes bewegen in de richting van de voortplanting van de golf. |
| 53 | Hoe verschilt een longitudinale golf van een transversale golf?                          | Bij een longitudinale golf bewegen de deeltjes in de richting van de golf, bij een transversale golf bewegen ze loodrecht op de richting van de golf. |
| 54 | Hoe ontstaat een golf in een veer?                                                        | Door een uiteinde van de veer snel heen en weer te bewegen, ontstaan verdichtingen en verdunningen in de veer. |
| 55 | Welke golfsoort wordt beschreven bij het gooien van een steen in het water?               | Transversale golf, omdat het water op en neer beweegt ten opzichte van de golfrichting. |
| 56 | Hoe wordt de golfsnelheid berekend?                                                       | Golfsnelheid = golflengte / trillingstijd.                        |
| 57 | Wat is een faseverschil in golven?                                                         | Het verschil in tijd tussen het trillen van twee punten in een golf. |
| 58 | Hoe bereken je de fase van een punt op een golf?                                           | Fase = (tijd / trillingstijd) x 360° + beginfase.                 |
| 59 | Wat gebeurt met de golflengte als een golf in ondieper water komt?                       | De golflengte wordt korter.                                      |
| 60 |  Hoe verandert de amplitude van een tsunami in ondieper water?                            | De amplitude neemt toe.                                         |
| 61 |  Wat is het effect van een zeebeving op de kust?                                          | Het water trekt zich terug en kan grote stukken strand blootstellen. |
| 62 |  Hoe kan je de golflengte van een wave in een stadion berekenen?                         | Golflengte = golfsnelheid / frequentie.                           |
| 63 |  Wat is de frequentie van een wave als de golf 2 seconden na elkaar herhaalt?              | Frequentie = 1 / periode = 1 / 2 Hz = 0.5 Hz.                    |
| 64 |  Hoe bepaal je het aantal meetstations dat nodig is om het epicentrum van een aardbeving vast te stellen? | Minimaal drie meetstations zijn nodig om het epicentrum te bepalen. |
| 65 |  Hoe bereken je de golflengte van de transversale golven bij een aardbeving?               | Golflengte = snelheid / frequentie.                              |
| 66 |  Hoe bepaal je de snelheid van een tsunami?                                               | Snelheid = afstand / tijd.                                      |
| 67 |  Wat bepaalt de toonhoogte van een geluid?                                                | De frequentie van het geluid.                                    |
| 68 |  Wat bepaalt de geluidssterkte?                                                            | De amplitude van de geluidsgolven.                               |
| 69 | Wat is een longitudinale golf?                                        | Een golf waarbij de trillingen in dezelfde richting als de voortplantingsrichting van de golf plaatsvinden. |
| 70 | Hoe plant geluid zich voort?                                          | Geluid plant zich voort door alternatieve verdichtingen en verdunningen in de lucht. |
| 71 | Wat bepaalt de frequentie van een geluidsgolf?                        | De frequentie wordt bepaald door de geluidsbron en blijft constant tijdens de voortplanting. |
| 72 | Wat is het Dopplereffect?                                             | Het Dopplereffect is de verandering in toonhoogte die je hoort wanneer de geluidsbron zich ten opzichte van jou beweegt. |
| 73 | Wat gebeurt er met de frequentie van het geluid als de bron naar je toe beweegt? | De frequentie lijkt hoger dan wanneer de bron stilstaat. |
| 74 | Wat gebeurt er met de frequentie van het geluid als de bron van je af beweegt? | De frequentie lijkt lager dan wanneer de bron stilstaat. |
| 75 | Hoe wordt galm in een ruimte vaak verminderd?                         | Door het toevoegen van zachte en absorberende materialen zoals kussens en gordijnen. |
| 76 | Wat is het verschil tussen echo en galm?                              | Echo is het herhaald horen van een geluid na een langere tijd, terwijl galm de voortdure van meerdere reflecties is die kort op elkaar volgen. |
| 77 | Hoe herken je interferentie tussen twee golven?                       | Interferentie kan constructief (versterking) of destructief (uitdoving) zijn, afhankelijk van of de golven in fase of tegenfase zijn. |
| 78 | Wat is een staande golf?                                              | Een staande golf ontstaat wanneer twee golven van dezelfde frequentie en amplitude elkaar tegenkomen en interfereren, waardoor knopen en buiken ontstaan. |
| 79 | Waarom gebruiken dolfijnen hogere frequenties bij kortere afstanden?  | Hogere frequenties hebben een kortere golflengte en kunnen beter details onderscheiden bij kortere afstanden. |
| 80 | Hoe kun je de snelheid van een politieauto bepalen op basis van het Dopplereffect? | Door het verschil in frequentie van de hoge toon te berekenen tussen de waargenomen toon en de oorspronkelijke toon. |
| 81 | Waarom kunnen mensen ultrasoon geluid niet horen?                     | Ultrasoon geluid heeft een frequentie hoger dan 20 kHz, wat boven het gehoorbereik van mensen ligt. |
| 82 | Wat is de rol van de geluidsbron bij het Dopplereffect?                | De geluidsbron bepaalt de oorspronkelijke frequentie van het geluid en beïnvloedt hoe de frequentie verandert afhankelijk van de beweging. |
| 83 | Hoe wordt de afstand tot een object bepaald met echolocatie?          | Door de tijd te meten die het geluid nodig heeft om heen en weer te reizen tussen de bron en het object. |
| 84 | Hoe beïnvloedt de temperatuur van de lucht de snelheid van geluid?    | De snelheid van geluid neemt toe met de temperatuur van de lucht. |
| 85 | Waarom heeft een lagere frequentie een langere golflengte?             | Een lagere frequentie betekent dat er minder oscillaties per seconde zijn, waardoor de golflengte langer wordt. |
| 86 | Waarom is de afstandssensor niet geschikt voor het meten aan afstanden kleiner dan een decimeter?          | De sensor is niet geschikt voor afstanden kleiner dan een decimeter omdat de metingen onnauwkeurig zijn bij zulke korte afstanden.                       |
| 87 | Waarom geeft de sensor een te kleine afstand aan bij grotere afstanden?                                    | De sensor is niet goed ingesteld voor lange afstanden; de pulsen per seconde moeten worden aangepast voor nauwkeurige metingen op grotere afstanden.     |
| 88 | Moet Emilie het aantal pulsen per seconde voor grote afstanden hoger of lager instellen om goed te meten?   | Lager. Voor grote afstanden moet het aantal pulsen per seconde lager zijn voor een accurate meting.                                                       |
| 89 | Waarom verschuift het oscillogram van de microfoon als de afstand tussen de luidspreker en de microfoon vergroot wordt? | De verschuiving komt door de verandering in de tijdsduur van het geluid dat de microfoon bereikt, wat invloed heeft op de fase van het opgevangen signaal. |
| 90 | Wat gebeurt er met het bovenste oscillogram als de afstand tussen de luidspreker en de microfoon vergroot wordt? | Het bovenste oscillogram verschuift, wat wijst op een verandering in fase door de grotere afstand.                                                        |
| 91 | Hoeveel heeft Bregje de microfoon verschoven als de twee u-grafieken voor de tweede keer in fase zijn?     | Bregje heeft de microfoon verschoven met een afstand gelijk aan één volledige golflengte van het geluid.                                                    |
| 92 | Hoe bereken je de geluidssnelheid in lucht onder de proefomstandigheden?                                     | Door de golflengte en de frequentie van het geluid te gebruiken (geluidssnelheid = golflengte × frequentie).                                               |
| 93 | Waarom hoort Ward in het begin van de proef maximaal geluid?                                                | Omdat de buis volledig ingeschoven is en de twee geluidsgolven van het fluitje elkaar versterken.                                                           |
| 94 | Hoeveel heeft Renske de linker buis verder uitgeschoven als Ward voor de tweede keer bijna geen geluid hoort? | Renske heeft de buis verder uitgeschoven zodat deze een extra halve golflengte heeft bereikt.                                                                |
| 95 | Hoeveel boventonen kan een snaar voortbrengen?                                                               | Een snaar kan een beperkt aantal staande golven voortbrengen, afhankelijk van de lengte van de snaar en de frequenties die deze toestaat.                |
| 96 | Hoe verschilt de frequentie van een boventoon van de frequentie van de grondtoon in een snaar?                | De frequentie van een boventoon is een veelvoud van de frequentie van de grondtoon.                                                                        |
| 97 | Hoe bepaal je de toonhoogte van een snaar?                                                                    | De toonhoogte wordt bepaald door de lengte, dikte, materiaal en spanning van de snaar.                                                                      |
| 98 | Wat is een staande golf in een snaar?                                                                        | Een staande golf in een snaar is een golfpatroon dat ontstaat door de interferentie van voortgaande en teruggekaatste golven, met knopen en buiken.       |
| 99 | Hoe bepaal je de golflengte van de staande golf in een snaar?                                                | De golflengte van de staande golf is gelijk aan twee keer de afstand tussen twee knopen of twee buiken.                                                    |
| 100 | Wat gebeurt er als een snaar trilt op een hogere frequentie?                                                | Er ontstaan meer knopen en buiken op de snaar, wat leidt tot een hogere frequentie van de staande golf.                                                     |
| 101 | Wat is het effect van de temperatuur op de frequentie van het fluitje in de proef?                           | De temperatuur beïnvloedt de snelheid van het geluid in de lucht, wat de frequentie van het geluid kan veranderen.                                         |
| 102 | Hoe worden de knopen en buiken van een staande golf in een snaar zichtbaar?                                 | Door gebruik te maken van een trilapparaat en stroboscopische foto's, kan het patroon van knopen en buiken zichtbaar worden gemaakt.                        |
| 103 | Wat is het verschil tussen de toonvorming in een snaar en in een blaasinstrument?                           | In een snaar ontstaan staande golven met knopen en buiken, terwijl in een blaasinstrument staande longitudinale golven ontstaan met knopen en buiken in de luchtkolom. |
| 104 | Wat is de geluidssnelheid afhankelijk van? | De temperatuur. |
| 105 | Hoe verschilt de golflengte van een boventoon bij een blokfluit en een klarinet? | Bij een blokfluit zijn beide uiteinden open, bij een klarinet is een uiteinde gesloten. |
| 106 | Waarom kan zowel Bas als Jeanny gelijk hebben over de identificatie van het instrument? | Bij een klarinet is de frequentieverhouding 1:3 voor de grondtoon en de eerste boventoon, terwijl het bij een blokfluit ook kan kloppen voor de tweede boventoon. |
| 107 | Hoe varieert de toonhoogte bij een trombone? | Door de buis in of uit te schuiven. |
| 108 | Hoe beïnvloeden de stembanden de geproduceerde geluiden? | Ze veroorzaken trillingen die overgaan op de lucht in de keel, mond, en neusholte. |
| 109 | Hoe kun je de voortplantingssnelheid van trillingen in een vlaggenlijn berekenen? | Door de massa per lengteeenheid en de spankracht te gebruiken. |
| 110 | Wat gebeurt er als de spankracht in de vlaggenlijn wordt verhoogd? | Het aantal klappen per seconde neemt toe omdat de voortplantingssnelheid van de trillingen toeneemt. |
| 111 | Hoe komt een toon tot stand in een open buis zoals een muziekslang? | Door de lucht in de buis op een bepaalde manier aan te blazen ontstaat een toon. |
| 112 | Hoe kan de omlooptijd van een muziekslang worden bepaald? | Door de frequentie van de toon en de draaisnelheid te gebruiken. |
| 113 | Waarom is een lipje op een mondharmonica trillerend in de grondtoon en boventonen? | Omdat het lipje een staande golf in de luchtkolom opwekt bij het blazen. |
| 114 | Hoe kun je de toonfrequentie van een snaar berekenen? | Door de snelheid van de trilling en de lengte van het trillingselement te gebruiken. |
| 115 | Wat is de werking van een stemvork in een klankkast met een open en een gesloten uiteinde? | De frequentie van de stemvork kan worden berekend met de afmetingen van de klankkast en de temperatuur. |
| 116 | Hoe worden staande golven in een snaar weergegeven? | Als een combinatie van knopen en buiken op verschillende plaatsen langs de snaar. |
| 117 | Hoe verandert de toon bij een gitaar als een snaar tegen een fret wordt gedrukt? | De lengte van de trillende snaar verkort, wat de frequentie verhoogt. |
| 118 | Wat is het verschil tussen harmonische en niet-harmonische trillingen? | Harmonie trillingen volgen een sinusfunctie en hebben een voorspelbare frequentieverhouding, terwijl niet-harmonische trillingen dat niet doen. |
| 119 | Hoe ontstaat een echo? | Door geluidsgolven die worden teruggekaatst door een object en weer naar de bron terugkeren. |
| 120 | Wat gebeurt er bij constructieve interferentie?                                                               | Golven versterken elkaar in een punt waar ze in fase zijn, waardoor er een buik ontstaat.                         |
| 121 | Wat is een knoop in een staande golf?                                                                         | Een knoop is een punt waar de golven in tegenfase zijn en de uitwijking nul is.                                   |
| 122 | Waar bevindt zich altijd een knoop in een snaar bij staande golven?                                            | Bij elk uiteinde van de snaar bevindt zich in ieder geval een knoop.                                             |
| 123 | Wat bepaalt de eigenfrequentie van een trilling in een snaar?                                                 | De eigenfrequentie hangt af van de dikte, het materiaal, de spankracht en de lengte van de snaar.               |
| 124 | Waar ligt een knoop en waar een buik in een luchtkolom met een dicht en een open uiteinde?                    | Bij een dicht uiteinde ligt een knoop en bij een open uiteinde ligt een buik.                                    |
| 125 | Hoe noem je de laagst mogelijke frequentie van een muziekinstrument?                                           | De laagst mogelijke frequentie wordt de grondtoon genoemd.                                                         |
| 126 | Wat zijn boventonen?                                                                                        | Boventonen zijn frequenties die veelvouden zijn van de grondtoon en bepalen het karakteristieke geluid van een instrument. |
| 127 | Hoe ontstaat een staande golf in een klankstaaf?                                                             | Door de trilling van de klankstaaf ontstaan knopen en buiken, waarbij de klankstaaf een patroon van staande golven vertoont. |
| 128 | Wat is de relatie tussen de dikte van een klankstaaf en de voortplantingssnelheid van golven in die staaf?    | De voortplantingssnelheid is groter in een dikkere klankstaaf dan in een dunnere.                                 |
| 129 | Hoe wordt elektrische energie omgezet in zwaarte-energie in de deurbel?                                      | Elektrische energie wordt omgezet in zwaarte-energie door de magnetische aantrekkingskracht die de pen omhoog trekt. |
| 130 | Hoeveel tijd moet de schakelaar ingedrukt worden om de ijzeren pen 2 mm omhoog te brengen?                    | Deze tijd kan berekend worden op basis van de stroomsterkte en de massa van de pen, waarbij verwaarlozing van veerenergie wordt aangenomen. |
| 131 | Wat gebeurt er met de trilling van de pen nadat hij een klankstaaf raakt?                                      | De pen voert een gedempte harmonische trilling uit zonder de klankstaaf nog te raken.                            |
| 132 | Wat is het effect van een stijgende zeespiegel op getijdenresonantie in de Fundybaai?                          | Een stijgende zeespiegel zou de golfsnelheid verhogen, waardoor de maxima in de getijdenresonantie verschuiven.   |
| 133 | Wat is getijdenresonantie?                                                                                     | Getijdenresonantie is een fenomeen waarbij de versterking van getijdengolven optreedt door de specifieke afmetingen van een baai. |
| 134 | Bij welke baailengte vindt maximale getijdenresonantie plaats in het gegeven model?                           | Bij een baailengte van 60 km.                                                                                    |
| 135 | Waarom is de versterkingsfactor hoog bij een baailengte van 60 km?                                            | Dit komt doordat de golflengte van de staande golf gelijk is aan vier keer de baailengte, wat resonantie versterkt. |
| 136 | Hoe zou een stijgende zeespiegel de getijdenverschillen beïnvloeden?                                          | De getijdenverschillen zouden groter kunnen worden door de verhoogde golfsnelheid en verschuivende resonanties.   |
| 137 | Hoe zou een stijgende zeespiegel de getijdenverschillen beïnvloeden?                                          | De getijdenverschillen zouden groter kunnen worden door de verhoogde golfsnelheid en verschuivende resonanties.   |

* Hd10
** Hd10.txt
|#| Vraag | Antwoord |
|-----------|--------------|
| 1 | Wat gebeurt er bij constructieve interferentie? | Golven versterken elkaar. |
| 2 | Wat ligt er bij een punt waar golven in fase zijn? | Een buik. |
| 3 | Wat ligt er bij een punt waar golven in tegenfase zijn? | Een knoop. |
| 4 | Wat bepaalt de eigenfrequentie van een trillende snaar? | De dikte, het materiaal, de spankracht en de lengte van de snaar. |
| 5 | Wat is een knoop in een luchtkolom? | Een punt bij een dicht uiteinde. |
| 6 | Wat is een buik in een luchtkolom? | Een punt bij een open uiteinde. |
| 7 | Wat is de grondtoon van een muziekinstrument? | De laagst mogelijke frequentie. |
| 8 | Wat zijn boventonen? | Frequenties die veelvouden zijn van de grondtoon. |
| 9 | Wat gebeurt er als je een negatief geladen staaf in de buurt van een neutrale elektroscoop brengt? | De blaadjes van de elektroscoop worden uit elkaar geduwd. |
| 10 | Wat gebeurt er als de negatieve staaf de knop van de elektroscoop aanraakt en daarna wordt weggenomen? | De blaadjes blijven uit elkaar omdat er een tekort aan elektronen is. |
| 11 | Wat is de kleinste hoeveelheid lading? | De lading van een elektron, de elementaire lading. |
